,name,cafeteria_id,category,portion_volume,portion_weight,calories,total_fat,saturated_fat,carbohydrate,sugar,protein,fiber,sodium,potassium,station,cholesterol,calcium,iron,vitamin_d,vitamin_c,vitamin_a,pk,school
305,Beyond Bolognese,127978,protein,118.294,158.18,140,7,1.5,10.0,5.0,10.0,3.0,540,400.0,ROOTED,5.0,90.0,3.8,0.0,11.0,45.0,1305,10
306,Cajun Lentil Stew,103377,vegetable,709.764,286.77,190,5,0.0,27.0,9.0,9.0,9.0,460,770.0,ROOTED,0.0,70.0,4.0,0.0,26.0,110.0,1306,10
307,Charro Beans,41618.7,protein,59.147,141.91,130,1.5,0.0,24.0,1.0,7.0,8.0,260,460.0,ROOTED,0.0,80.0,3.4,0.0,8.0,0.0,1307,10
308,Chickpea and Date Tagine,58730,vegetable,236.588,366.19,430,12,1.5,71.0,20.0,13.0,12.0,370,670.0,ROOTED,0.0,110.0,4.1,0.0,17.0,60.0,1308,10
309,Chorizo Tofu,76164.2,protein,236.588,113.4,110,7,1.0,5.0,1.0,10.0,2.0,510,240.0,ROOTED,0.0,430.0,7.7,0.0,1.0,0.0,1309,10
310,Coconut Red Curry Sauce,65371.3,0,88.7205,64.23,130,12,10.0,6.0,3.0,2.0,0.0,310,100.0,ROOTED,10.0,20.0,1.7,5.0,2.0,420.0,1310,10
311,Crispy Fried Tofu,41001.1,protein,236.588,113.4,110,5,1.0,8.0,1.0,9.0,0.0,600,140.0,ROOTED,0.0,0.0,0.0,0.0,0.0,0.0,1311,10
312,Crispy Tofu Bowl,137554.1,protein,118.294,246.38,230,16,2.0,15.0,8.0,10.0,3.0,630,350.0,ROOTED,5.0,330.0,2.1,0.0,35.0,0.0,1312,10
313,Curry Coconut Mustard Greens,139328,vegetable,118.294,85.05,70,6,2.5,4.0,1.0,2.0,2.0,290,140.0,ROOTED,0.0,80.0,1.0,0.0,17.0,0.0,1313,10
314,Delhi Style Tofu Curry,28963.1,protein,473.176,192.43,220,18,2.0,8.0,2.0,10.0,2.0,300,290.0,ROOTED,0.0,420.0,7.2,0.0,7.0,25.0,1314,10
315,Everything Fried Tofu,129401,protein,236.588,85.05,300,18,2.0,25.0,1.0,10.0,2.0,930,200.0,ROOTED,0.0,380.0,5.9,0.0,1.0,0.0,1315,10
316,Fried Tortilla Strips,106468,grain,29.5732,17.0,50,1.5,0.5,8.0,0.0,1.0,0.0,250,10.0,ROOTED,0.0,20.0,0.0,0.0,0.0,0.0,1316,10
317,Ginger Edamame,102558,vegetable,118.294,76.68,120,8,0.5,7.0,2.0,8.0,4.0,190,310.0,ROOTED,0.0,50.0,1.6,0.0,5.0,0.0,1317,10
318,Ginger-Lemon Tofu with Olives,18287,protein,236.588,113.04,120,9,1.0,6.0,2.0,5.0,1.0,490,170.0,ROOTED,0.0,180.0,3.7,0.0,9.0,0.0,1318,10
319,Green Chile Cauliflower Burrito Bowl,126355.3,grain,473.176,368.54,230,5,0.5,41.0,3.0,7.0,7.0,990,560.0,ROOTED,0.0,60.0,2.2,0.0,51.0,20.0,1319,10
320,Grilled Scallions,105418,vegetable,118.294,56.7,130,13,2.0,4.0,1.0,1.0,1.0,240,130.0,ROOTED,0.0,40.0,0.8,0.0,8.0,80.0,1320,10
321,Herbed Steamed Brown Rice,3634.4,grain,118.294,93.79,110,1,0.0,23.0,0.0,2.0,1.0,0,80.0,ROOTED,0.0,10.0,0.4,0.0,0.0,0.0,1321,10
322,Mediterranean Quinoa Bowl,139037,vegetable,236.588,141.75,270,20,2.5,20.0,1.0,7.0,3.0,440,330.0,ROOTED,0.0,40.0,2.1,0.0,3.0,0.0,1322,10
323,Ratatouille,27123,vegetable,473.176,226.8,110,6,0.5,15.0,7.0,3.0,4.0,1020,520.0,ROOTED,0.0,50.0,1.0,0.0,38.0,0.0,1323,10
324,Red Lentils with Cilantro and Mint,59470,vegetable,118.294,206.87,260,8,0.5,36.0,6.0,14.0,13.0,70,700.0,ROOTED,0.0,70.0,6.4,0.0,16.0,0.0,1324,10
325,Red Rice,106420,grain,118.294,161.61,150,1.5,0.0,31.0,4.0,3.0,2.0,250,270.0,ROOTED,0.0,40.0,1.8,0.0,11.0,45.0,1325,10
326,Roasted Yellow Squash,8060.6,vegetable,118.294,93.35,40,2.5,0.0,4.0,3.0,1.0,1.0,0,200.0,ROOTED,0.0,20.0,0.4,0.0,18.0,0.0,1326,10
327,Rotini Pasta,558.2,grain,236.588,134.0,210,1,0.0,41.0,1.0,8.0,2.0,0,60.0,ROOTED,0.0,10.0,1.7,0.0,0.0,0.0,1327,10
328,Sauteed Kale,102648,vegetable,118.294,176.27,90,6,0.5,8.0,2.0,5.0,7.0,460,600.0,ROOTED,0.0,440.0,2.8,0.0,159.0,0.0,1328,10
329,Sofritas Black Bean Bowl,129963,protein,236.588,310.29,330,15,2.0,35.0,3.0,20.0,10.0,550,630.0,ROOTED,0.0,560.0,3.7,0.0,8.0,0.0,1329,10
330,"Spiced Collard Greens, Tomatoes",35106.7,vegetable,118.294,128.25,50,2.5,0.0,6.0,2.0,2.0,3.0,135,230.0,ROOTED,0.0,110.0,0.7,0.0,22.0,60.0,1330,10
331,Spiced Tomato with Spinach & Turnip,28819,vegetable,236.588,113.4,30,0,0.0,6.0,3.0,1.0,2.0,770,270.0,ROOTED,0.0,50.0,1.0,0.0,15.0,25.0,1331,10
332,Spicy Green Beans,102520,vegetable,118.294,148.39,70,1.5,0.0,15.0,7.0,2.0,4.0,220,210.0,ROOTED,0.0,50.0,0.8,0.0,11.0,0.0,1332,10
333,Sundried Tomato & Broccoli Pasta,141537,vegetable,473.176,255.15,310,18,2.5,31.0,10.0,10.0,9.0,660,960.0,ROOTED,0.0,90.0,3.7,0.0,106.0,5.0,1333,10
334,Sweet Potato and Spinach Vindaloo,101976,grain,236.588,352.07,230,7,0.5,36.0,10.0,8.0,9.0,240,710.0,ROOTED,0.0,130.0,4.4,0.0,36.0,60.0,1334,10
335,Sweet Potato Korma with Coconut Milk,123726,grain,236.588,304.15,360,25,12.0,32.0,9.0,7.0,7.0,900,550.0,ROOTED,0.0,90.0,3.8,0.0,19.0,40.0,1335,10
336,Sweet Thai Chili Sauce,85896,0,29.5735,34.12,70,0,0.0,18.0,15.0,0.0,0.0,450,0.0,ROOTED,0.0,0.0,0.0,0.0,0.0,0.0,1336,10
337,Swiss Chard with White Beans,103474,vegetable,354.882,173.48,140,4.5,0.0,20.0,2.0,7.0,5.0,430,550.0,ROOTED,0.0,80.0,2.6,0.0,22.0,0.0,1337,10
338,Turmeric Roasted Root Vegetables,123296,vegetable,118.294,160.22,80,3.5,0.0,13.0,6.0,2.0,4.0,80,430.0,ROOTED,0.0,90.0,0.9,0.0,29.0,30.0,1338,10
339,Vegan Creamy Potato Salad,117594.1,vegetable,118.294,165.85,140,6,1.0,18.0,2.0,5.0,2.0,170,480.0,ROOTED,0.0,70.0,1.1,0.0,13.0,0.0,1339,10
340,White Vegan Chili,130431,vegetable,473.176,239.33,250,11,2.0,29.0,6.0,11.0,8.0,430,630.0,ROOTED,0.0,80.0,3.0,0.0,25.0,10.0,1340,10
